date,body
2000-10-10T07:55:00-07:00," Forwarded by Steven J Kean NA Enron on     PM 

	Ann M Schmidt
	    AM
		 
		 To Mark Palmer Corp  Karen Denne Corp  Meredith 
Philipp Corp  Steven J Kean NA  Mary 
Clark Corp  Laura Schwartz Corp  Elizabeth 
Linnell NA 
		 cc 
		 Subject Fenosa and Enron to Invest  Million in Dominican Republic

Fenosa and Enron to Invest  Million in Dominican Republic
    New York

Fenosa and Enron to Invest  Million in Dominican Republic

     Madrid Oct  Bloomberg  Union Electrica Fenosa SA
Spains thirdbiggest power company and Enron Corp the worlds
largest energy trader will invest together in the Dominican
Republic kicking off the alliance by building a  million
power plant and regasification facility
     The partners will build a naturalgasfired power station
whose megawatt capacity will represent  percent of the
countrys current electricity demand said Fenosa in a note
confirmed with the company
     The generator will run on liquefied natural gas when it
starts operating in  switching to fuel from the re
gasification plant when it starts operating in 
     Fenosa has had an alliance with International Power Plc
formerly National Power Plc since  That alliance focuses on
Europe the US and Australia a Fenosa spokeswoman said today
     Enron was the first US utility to receive licenses to buy
sell and import electricity in Spain after the government started
opening energy markets to competition in  Its also licensed
to market natural gas
     The Texasbased utility is building a gasfired power plant
in southern Spain has a wind turbine factory near Toledo and
plans another windmill factory in Catalonia

Brooke Nelson in the Madrid bureau    or
    ph

Story illustration UNF SM Equity COMP D to chart Fenosas
performance against the IBEX index

TOP NRG


DJ Union Fenosa Enron  Construction To Begin  EFEN
    New York



  MADRID Dow JonesSpanish electricity company Union Electrica Fenosa SA
EFEN said late Tuesday it has reached an agreement with US energy company
Enron ENE to invest in energy infrastructure projects in the Dominican
Republic
  In a release Fenosa said the deal involves the construction of a
combinedcycle power plant with a MW potency which will use natural gas
from a regasification plant on the island nation
  The MW potency is equivalent to  of the Caribbean islands electricity
demand
  The deal also includes a complimentary project Fenosa said This is the
construction of a regasification plant on the republics coastline with a
capacity for treating gas equivalent to the consumption of various groups of
combinedcycle plants with a potency of MW
  The investment for these two projects is seen at around  million of
which  million could come from Dominican companies Fenosa said
  Fenosa and Enron estimate that construction of the two projects will begin 
in
early  with the power plant coming online in  It will operate with
combustible liquid until  at which time the regasification plant comes
online

  MORE DOW JONES NEWS  
   PM    PM EDT 

"
2000-10-11T04:30:00-07:00,"Contact Mike Terraso who heads the environmental function and Mike Hicks 
who oversees corporate security



	Jason 
	    AM
		 
		 To Steven J Kean NA 
		 cc 
		 Subject Crisis Management at Enron

Steven
I have not spoken to you in a while
How are things going

I have a question for you
I am enrolled in a Corporate Crisis MGMT class at Rice and my assignment 
for the upcoming Tuesday is to evaluate the crisis system if there is one 
at Enron
Do you happen to know anything about Crisis Management in our company

Let me know at your earliest convenience

Jason Sokolov
"
2000-02-20T09:53:00-08:00,"Terry was acting with full coordination from Jose  The problem was this 
Daly insisted someone speak on behalf of the group to the press and 
designated Terry to be the one Terry did not have the updated information 
that we were about to meet with the government officials and deliver a 
slightly different message ie that we needed to know if the government 
planned to really open Petrobras or not  the implication being that we 
would work within either decision but we needed to know one way or the 
other Terry was simply not in possession of this information and no one had 
given it to him probably because they had no reason to assume that Terry 
would be thrust in front of the press moreover its hard to see how Terry 
could have taken such a position publicly anyway  By my eyes Terry did the 
best he could and we had an unavoidable communications bust  I know the 
Southern cone team is moving to make it right but I see absolutely no reason 
to come don on anyone about this




Richard Shapiro
    PM
To Steven J Kean HOU 
cc  
Subject Re Trade Mission  

What was the outcome



Steven J Kean
    AM
To Richard Shapiro HOU EES
cc  
Subject Re Trade Mission

FYI  I will call Terry and get in touch with Jim Diomedes
 Forwarded by Steven J Kean HOU EES on     
AM 


Diomedes 
    AM
To James M Bannantine  Steven J 
 Kelly Kimberly 
cc  
Subject Re Trade Mission

Jim Steve

How can Terry go out with public statements without knowing a thing of the 
dynamics of our negotiations with the Minister on the gas issue This is 
especially damaging given we are depending on the Minister to get approvals 
for our two emergency power projects Lets monitor this but my suggestion is 
that Jim needs to call Carraro right away and give some explanation before he 
decides to boycot our projects
 Forwarded by Diomedes Christodoulou ENRONDEVELOPMENT 
on     AM 


Jose Bestard
    PM
To Denise M Macedo ENRONDEVELOPMENT James M 
Bannantine  Diomedes 
Christodoulou 
cc  

Subject Re Trade Mission

See below the messages I had asked Terry to convey in his meetings in the 
region  I did ask him to raise the issue of Petrobras through Secretary Daly 
with the Brazilians officials as an impediment to the open markets  

It never occurred to me that he would be making Press statements or that he 
would be quoted in this flavor  This coupled with the GM ABEGAS article 
will turn up the heat

Given that Jims messages are going to be delivered this week Denise Jim 
will discuss the issue with Carraro We intend to file a protest in ANP by 
Friday due to lack of responsiveness in our request for a transportation 
tariff

  I would not go to the press Let it go

 If asked repeat the vision  regional integration based on the 
principles of open access greater reliance on competition and customer 
choice

 Monitor the response Let me know if you are getting unfavorable reactions 
other than Petrobras

 Jim  if you get a call ahead of your meeting  we cannot discredit Terry 
The shadow of Petrobras is an unfortunate quote Use this in your favor 
Press on with the message Is Brazil ready to open the gas market to 
competition If so lets get started

Jose








 
 Forwarded by Jose Bestard ENRONDEVELOPMENT on 
    PM 


Jose Bestard
    PM
To Terence H Thorn 
cc  

Subject Re Trade Mission  

Terry 

The Key message for the trip in regards to energy should be

 Achieve regional integration based on the principles of open access 
greater reliance on competition and customer choice rather than regulated 
monopolies

The vision is that a customer in any of the countries will have choices 
several competing providers different service options and the providers 
will have the flexibility and agility to assemble an attractive package by 
combining transactions  with other suppliers and customers  This approach 
maximizes the utilization of the existing infrastructure reduces idle or 
redundant facilities and gives customers the ability to more closely tailor 
their energy purchases to the their needs

There are barriers to achieve this vision It is in the interest of the 
governments to work in a common protocol to progress rapidly

Development of infrastructure  Still not well developed Needs to attract 
project financing At this stage the customers have few alternatives 
Government policy should be to allow access above and beyond what was 
initially contracted to justify the financing Terms of financing have to be 
honored Long term competing facilities pipelines refineries transmission 
lines power plants will be fighting for customers

Threat Control of these facilities Petrobras through the BBPL YPF in 
Argentina 

Crossborder Licensing Very time consuming bureaucratic delays to grant 
export import reexport permitting  Present regime cannot accommodate  the 
rapid transaction scenario which will be required to support real integration

Cuiaba Power plant As of today we have not received all the permits Latest 
issue is the BolivianArgentina border dispute due to YPF denial to 
accommodate a transaction of Bolivian gas into Argentina

Operationally the plant will receive daily instructions from Brasilia The 
gas supply from Argentina Bolivia including spot market transaction  has to 
be nominated within  hours notice  There are no mechanisms to change 
quickly the approved volumes

Commercial entities need to be given the opportunity to export import to 
aggregate the requirements of different suppliers various customers

Taxation Transfer taxes ie receipt taxes stamp taxes for each step 
down the chain needs to be eliminated for commercial entities particularly 
for export transactions

These commercial entities buy pieces of the services on behalf of the 
ultimate customer act as their agent and package the final offer The 
objective to  reduce the cost of the product which would not be met by 
adding a further taxable event There should not be  more nor any less taxes 
because of the services of the middle company except for the larger amount 
of income taxes generated by increase commercial activity


Money Transfers  Central Bank Controls to authorize the transfer of 
currency needs to be made more agile Currently these procedures are very 
time consuming and cumbersome Brazil  I am not as familiar with the other 
countries

This is affecting us in Cuiaba The Central Bank has not approved the gas 
contract specifically the Takeorpay provision that has a oneyear make up 
period They want a longer makeup period but that was negotiated with YPF 
as part of the larger agreement YPF may agree but at a higher price The 
Central Bank does not want to send US out of the country so they view TOP 
as a devise of paying for a commodity never received So they are meddling in 
contract negotiations 


Below are other notes

Thanks

Jose





Terence H Thorn
    AM
To Jose Bestard 
cc Richard  

Subject Trade Mission

I have forwarded to you the final schedule of meetings for Dalys trade 
mission  I am very comfortable with issues for Argentina and think we need 
to focus mainly on the stamp tax issue  Secondly I would raise the issue of 
open access pipelines especially allowing Bolivian gas to flow to 
Argentina  The question I have on this latter issue is whether this is a 
matter of changing the law changing policy or pressuring YPF to allow the 
gas to flow on its section of pipe which I understand is not under the 
jurisdiction of Enargas What can the government do

JB I am not familiar with the genesis of this situation how these 
pipelines escaped the jurisdiction of the regulator  If it is determined 
that they are not part of the regulated pipeline network in time a bypass 
pipeline may be built But an immediate solution needs to be developed

In Brazil I am not sure what to raise  On Monday we have meetings with the 
Minister of Development Industry and Commerce and the Secretary of Energy 
and Mines  What do I need to have Daly raise with them in private  Myself 
in public or the Minister of External Affairs

JB For background the Brazilians have rising concerns of the rising 
dollarization of their economy desnacionalizaao Their concern is not the 
US it is control It is that the Oldboys network in Brazil 
Government Industry has been disturbed by the Newboys taking control of 
high visibility sectors Banking telecommunications energy  

Malan Finance is criticized by the clique that wants the government to be 
active in direct investment and support of big projects
Complaints about BNDES Brazilian development bank lending to foreigners for 
privatization Recent AES incident
Tourinho Mines and Energy pushing a new privatization model  sale of 
stock at the market not sale of control to a given company This allows the 
existing management to stay in place 
If it is the Secretary of Energy Carraro his big mission is to coordinate 
the developement of emergengy thermal plants Big Picture Governement Porgram 
 Petrobras provides that gas  Eletrobras buys and remarkets the electric 
energy  BNDES provides the financing   All within the family

Foreign companies will not play by the rules of the old network Enron has 
been actively complaining about the gas policy under Petrobras control

The One Issue I would raise is the lack of competition in the gas sector 
Petrobras control of the BBPL and national gas There cannot be true 
competition in the energy sector because the marginal power plants price 
setters gas power plants

As a note there was a commitment with the World Bank to sell the part of  
control of the Brazilian part of the BBPL pipeline What Petrobras is doing 
is lockingup the capacity long term and building a second pipeline


Of equal importance is our meeting with the Sao Paulo Governor  What issues 
do we have or what do you want me to say to him regarding our assets in this 
area  Even if its to compliment on something thats fine

JB The State of Sao Paulo Mario Covas team are to be congratulated by the 
skillful manner that they have conducted the gradual privatization of energy 
sector  Covas is very influential His current battle deals with tax reforms 
in Brazil He is fighting a system of taxpreferences in other states to 
attract industries which ultimately creates a Federal burden and 
consequently a Sao Paulo burden

The Petrobras control issue of the gas sector should have resonance

I assume we have no key issues in Chile at this time 
 
JB There may be some but I a blissfully unaware of them I would be 
interested on what you pick up

Thanks



 Forwarded by Jose Bestard ENRONDEVELOPMENT on 
    PM 


Denise M Macedo
    AM
To Jose Bestard  James M 
Bannantine  Diomedes 
Christodoulou 
cc  

Subject Gazeta Mercantil  Terry Thorn

Hi guys

 Gostaria de saber se esta declarao faz parte de um projeto consciente da 
Enron em enfrentar a Petrobrs ou se foi um descuido do portavoz

 Caso a imprensa nos procure para repercutir tal declarao que suponho 
vai gerar umareao extremamente negativada Petrobrs existe alguma 
estratgia
 key messages etc

Vocs pretendem falar sobre o assunto O que ser ditoThanksDenise GAZETA Energia  o alvo dos empresrios americanosBRASLIA  de fevereiro de   Empresrios norteamericanos que acompanharam o secretrio de Comrcio William Daley destacaram o setor de energia no Brasil como a principal rea para investimentos no Pas Segundo o vicepresidente da Enron Terrence Thorn porm o monoplio exercido pela Petrobras tem que acabar para que o setor se desenvolva Todos devem competir inclusive a estatalUm dos obstculos  de acordo com ele a sombra que a Petrobras faz sobre o mercado de energia no Brasil O executivo norteamericano lembra que a deciso do governo brasileiro de estabelecer um preo nico para o gs natural em todo o pas  um claro exemplo de medidas que devem ter seus dias contados Ficamos confusos ao saber de tal deciso Terrence Thorn acredita que um monoplio estatal pode ser negativo  concorrncia e que a 
privatizao 
da Petrobras ter que ocorrer um dia
Para ele o processo de privatizao de energia no Brasil vem sendo conduzido 
de forma eficaz mas o Pas ainda no concluiu o projeto de desregulamentao
 liberalizar o preo do gs natural por exemplo e h muito trabalho pela 
frente Segundo Thorn as empresas estrangeiras de energia podem oferecer 
servios
 inovadores para o setor
O problema  que o mercado no est preparado Ele defende que as novas 
fases da desregulamentao do setor energtico no Pas sejam debatidas por 
toda 
a sociedade
O interesse dos norteamericanos pelo setor pde ser visto na prpria 
composio da misso de empresrios ao Brasil Das  empresas que viajaram 
com
 Daley dez eram do setor de energia O representante da Agncia de Desenvolvimento e Comrcio dos Estados Unidos USTR Albert Angulo ainda informou que o rgo est analisando cinco oportunidades de investimentos dos EUA no mercado de energia do Brasil Realizamos estudos de viabilidade para que empresa venham ao Pas mas o certo  que uma maior desregulamentao do setor energtico seria muito positivo para as empresas norteamericanas dizA vicepresidente da empresa Energy Conversion Devices Nancy Bacon defende que o governo brasileiro deixe de gastar recursos com a gerao de energia em locais distantes e passe a comprar tecnologias alternativas dos norteamericanos Para locais de difcil acesso como a Amaznia a tecnologia de fotoclulas  a grande soluo para suprir o dficit energtico do Brasil Gazeta Mercantil Pgina A Jamil Chade"
2000-10-11T04:39:00-07:00,"sounds good but i couldnt open the file  could you send hard copy



	Kelly  COMMUNICATIONS
	    PM
		 
		 To Michael Terraso OTS  Lauren Goldblatt NY  Steven J 
Kean NA 
		 cc 
		 Subject Polaroid agreement

Wow  We are making a little progress it looks like

Steve when Mike and I met with Francis for the first time he told us we had 
to agree that wed never use WWFs name related to this initiative if they 
participated with EES


 Forwarded by Kelly Kimberly Enron Communications on     PM 


	
	    AM
		 
		 To  
		 cc bcc Kelly Kimberly Enron Communications
		 Subject Polaroid agreement

Thought you might be interested in the latest climate savers partner There
is a press conference with Senator Kerry today in Boston announcing the
deal We added in Enron F 



 WWF Climate Savers Press Releasedoc 

Francis A GrantSuttie
Director Private Sector Initiatives
World Wildlife Fund
 TwentyFourth St NW
Washington DC  
phone   
fax   
email  



"
2000-10-11T06:27:00-07:00," Forwarded by Steven J Kean NA Enron on     PM 

	IssueAlert 
	    AM
		 
		 To 
		 cc 
		 Subject Online Niche Players Capitalize on NaturalGas Shortage Bypass 
Utilities

http  wwwconsultrcicom

 

SCIENTECHs Ecommerce InfoGrid uncovers the efforts of energyrelated 
companies in the evergrowing field of electronic commerce A sample can 
be viewed at
 http  wwwconsultrcicom web infostorensf Products InfoGrid



SCIENTECH IssueAlert October  
Online Niche Players Capitalize on NaturalGas Shortage Bypass Utilities
By Will McNamara Director Electric Industry Analysis


SmartEnergy a Con Edison competitor is offering New York and Westchester 
consumers price protection with the ability to lockin todays naturalgas 
rates for a period of one year In a separate announcement myHomeKeycom 
announced that it will offer energy savings packages designed to reduce 
energy consumption and lower rates for customers in the face of rising 
energy costs

ANALYSIS As reports continue to accumulate that a naturalgas shortage 
will send prices skyrocketing this winter see my IssueAlert from Oct 
 on the subject the most common response from electric utilities has 
been to warn their customers that they will see higher rates over the next 
few months I can point to several examples Minneapolisbased Xcel Energy 
announced a few weeks back that its naturalgas customers could face heating 
bills that are  to  percent higher than their bills last winter Dominion 
East Ohio has warned its residential customers that they can expect to 
pay about  more per month for natural gas from November through January 
And the warnings are coming not only in the Midwest and Northeastwhere 
low winter temperatures drive up energy bills every yearbut in the West 
as well In California PGE warns that its customers can expect to see 
their winter bills increase by about  to an average bill of  compared 
to  last winter These are just a few examples of utility companies 
across the United States playing damage control trying to minimize the 
customer outrage when customers suddenly see their bills double or triple

Along with their warnings these utilities give reasonsperhaps seen as 
excuses by the publicfor the rising cost of energy There is a shortage 
of natural gas across the country brought about by a dropoff in production 
It was an unusually hot summer which depleted supplies for energy Demand 
in general has grown to surprising levels

Meanwhile startup online companies that many of us have not even heard 
of are using the rise in naturalgas prices as a golden marketing 
opportunity 
and attempting to take business away from traditional utility companies 
SmartEnergy is a perfect example In existence just since April   
SmartEnergy offers electricity and natural gas to residential and small 
business customers According to EnergyGuidecom for an average home in 
New York City SmartEnergys naturalgas rates typically have run about 
 per month compared Con Edisons  Under its new promotion 
SmartEnergys 
plan for natural gas guarantees that New York City and Westchester gas 
customers who sign on with their service now will be locked into current 
naturalgas rates for the next  months This promotion comes at an ideal 
time for those who opt to switch as naturalgas prices should begin their 
projected sharp increase over the next few weeks Based on recent forecasts 
SmartEnergy is claiming that Con Edison customers who make the switch can 
expect to save up to  percent on their energy through the winter months 
The startup company also is offering  United Airlines Mileage Plus 
Reward Miles credit and  signup bonus to entice customers away from 
Con Edison 

Based on the available information about SmartEnergy it is unclear how 
the online provider will be able to guarantee the percent reduction 
in naturalgas rates I would presume that SmartEnergy has entered into 
some hedging strategies to minimize its risk in the event that naturalgas 
prices remain high into the next year Any prudent provider would have 
a hedging strategy to protect itself and locking itself into month 
contracts without its own contracts for obtaining natural gas at spot market 
prices would certainly raise questions about the future of SmartEnergy 
In addition SmartEnergy will have difficulty in recruiting customers away 
from Con Edison and other utility providers Many customers still have 
reservations about signing on with an online company that they do not know 
There will be some customers who jump at the chance to lock in current 
rates for  months but many others will stick with the company that they 
know even if their rates increase

I did a quick search around Con Edisons Website to see if it might be 
offering an alternative offer to retain its customers but could find nothing 
that the utility is doing to specifically address the projected increase 
in naturalgas prices this winter Con Edison does offer a level billing 
program in which customers receive a consistent bill amount each month 
alleviating fluctuation in their bills Yet as a utility company Con 
Edison has a standard offer of service that regulators closely monitor 
It is possible that Con Edison could request changes to the standard offer 
service which would likely need to be approved by the New York Public 
Service Commission The PSC could agree or determine that the competitive 
offers by providers such as Smart Energy are a positive result of 
deregulation 
In addition Con Edison could be hampered by fuel contracts that may not 
allow it much flexibility with regard to lowering its rates Overall Con 
Edison probably does not have a lot of flexibility regarding the rates 
it can charge customers thereby making this offer from SmartEnergy difficult 
to beat

The other online startup taking advantage of naturalgas prices is 
myHomeKeycom 
which made a recent promise to reduce home heating oil naturalgas and 
electricity rates The marketing route that this online startup is taking 
is energy efficiencyteaching households how to more effectively use their 
energy and hopefully save money as a result Energy is not the only service 
of the myHomeKeycom it is also involved in home maintenance and repair 
appliances home monitoring and moving services Yet I learned that 
myHomeKeycom 
just recently launched cobranded sites with KeySpan Corp and TXU Energy 
Services to provide millions of local customers with the ability to check 
energy efficiency in their homes

Whats important to note about these two developments is the advantage 
that online energy providers have over traditional utilities As utilities 
try to disengage themselves from regulatorybound rate structures online 
companies have the freedom and flexibility to offer attractive products 
and billing options to customers in deregulated states There are the online 
providers that we know about such as Utilitycom and Essentialcom 
Utilitycom 
has not yet started to sell natural gas although it has established a 
partnership with Sempra Energy in which Sempra Energy Trading will sell 
natural gas in deregulated markets via the Utilitycom Web site Utilitycom 
plans to start selling natural gas by the end of this year but it has 
not developed any marketing campaign in this regard Essentialcom continues 
to open up its service across the MidAtlantic and Northeast regions Yet 
on a weekly basis new startup online energy providers surface eager 
to grab their own share of the retail market 

I also wonder where The New Power Company is in all of this rush to 
capitalize 
on the marketing opportunities surrounding the rise in naturalgas prices 
It would seem like a natural for TNPC to make a big splash with its own 
marketing efforts as it already promises lower prices for both natural 
gas and electricity In any event as the naturalgas shortage may become 
a public relations nightmare for utility companies across the country 
it conversely could work to the advantage of the more agile online providers

Read about SCIENTECHs new PowerHitter interview with Jeff Sterba Chairman 

and CEO of the Public Service Company of New Mexico at 
http  wwwconsultrcicom 


SCIENTECH is pleased to provide you with your free daily IssueAlert Let 
us know if we can help you with indepth analyses or any other SCIENTECH 
information products including ecommerce and telecom in the electric utility 
industry If you would like to refer a colleague to receive our free daily 
IssueAlerts please reply to this email and include their full name and 
email address or register directly at

http  wwwconsultrcicom web infostorensf Products IssueAlert


Sincerely

Will McNamara
Director Electric Industry Analysis


Feedback regarding SCIENTECHs IssueAlert should be sent to 



SCIENTECHs IssueAlerts are compiled based on independent analysis by 
SCIENTECH 
consultants  The opinions expressed in SCIENTECHs IssueAlerts are not 
intended to predict financial performance of companies discussed or to 
be the basis for investment decisions of any kind  SCIENTECHs sole purpose 
in publishing its IssueAlerts is to offer an independent perspective 
regarding 
the key events occurring in the energy industry based on its longstanding 
reputation as an expert on energy and telecommunications issues

Copyright   SCIENTECH Inc

If you do not wish to receive any further IssueAlerts from SCIENTECH please 
reply to this message and in the body of the email type remove





"
2000-10-11T06:35:00-07:00,"Id love to but Ill be in London



	Marge 
	    PM
		 
		 To Robert Horton HOU  Mark Frevert NA  Andrew S 
Fastow HOU  Ken Rice Enron  Communications Kevin 
Hannon Enron  Communications Karen S  
Thomas E White HOU  John Sherriff LON  Steven J 
Kean NA  Mark Koenig Corp  Cliff Baxter HOU  
Cindy Olson Corp 
		 cc Cindy Stark Corp  Karen Owens HOU  Bridget 
Maronge HOU  Maureen McVicker NA  Dorothy Dalton Enron 
 Communications Carol Ann Brown Enron 
 Communications Jennifer Burns HOU  Susan 
Skarness HOU  Joannie Williamson Corp  Judy G 
Smith HOU  Bobbie Power Corp 
		 Subject Video for Management Conference

You recently received an email from Terrie James regarding a video we are 
working on for the upcoming Management Conference  We have been able to lock 
in a date and time to do this taping on Thursday October th from  
pm  We are still working on the location for this taping but plan on this 
taking place in close proximity to the Enron Building

Can you please let me know if you will be available to participate in this 
group session  If not we will be following up with some individual taping 
the week of the rd

If you have questions feel free to contact Terrie James on Ext  or 
myself on Ext 

Marge Nadasky

"
2000-10-11T08:03:00-07:00,"sounds good  I think we should not talk about the conversations with the 
governor    Id rather not prompt them to go to the gov presumably to 
object to the gov talking to us without talking to them at the same time



	Jeff Dasovich
	Sent by Jeff Dasovich
	    PM
		 
		 To Richard Shapiro NA   Sandra 
McCubbin SFO  Paul Kaufman PDX  James D 
Steffes NA  Harry Kingerski NA  Susan J 
Mara SFO  Mona L Petrochko SFO   Karen 
Denne Corp 
		 cc 
		 Subject Meeting w Sempra

FYI  Recently Chris Calger has asked me to set up a meeting with Sempra  
ENAs seeking deals with the two big CA gas IOUs PGE and SoCalGas that 
would give ENA access to their assets  In short ENA wants to offer a 
complete outsource deal for the IOUs core gas load ie rez and small 
commercial customers  ENA would take responsibility for providing service 
for delivery at the city gate and in return would manage all of cores assets 
upstream of the city gate  Were meeting with Sempras Chief Regulatory 
Office Bill Reed and Sempras CFO next Thursday to discuss

Given the fact that Sempras primarily focused on electricity the plan is to 
lead off the meeting with a couple of electricity solutions as a bridge to 
the gas offer  For electricity the plan has two pieces   a commodity 
offer that beats the  cent cap ie nothing fancy and  Deal Bench 
services with the intent of establishing a procurement mechanism for SDGE 
that the California PUC could preapprove thereby eliminating some of the 
immense regulatory risk SDGE now faces

Wanted to run this by folks to gauge reactions  Well distribute the slides 
were putting together as soon as theyre draftedhopefully by COB Friday

Best
Jeff
"
2000-10-11T09:05:00-07:00,"I will be out of the country on Wednesday



	Johan 
	    PM
		 
		 To Steven J Kean NA  James D Steffes NA  Michael 

		 cc John Ambler 
		 Subject Visit to Enron by Three Eisenhower Exchange Fellows EEF from India

Steve Jim Mike

You may be aware that Enron officials have in the past met with international 
opinion leaders visiting the US as part of the Eisenhower Exchange Fellowship 
EEF program The EEF is an international leadership exchange program that 
promotes international understanding and productivity through the exchange of 
information ideas and perspectives among emerging leaders throughout the 
world Ken Lay is a member of the EEF Board of Trustees

Enron will be hosting three EEF visitors from India on Wednesday October  


Mr Sanjeev Ahluwalia Secretary of the Central Electricity Regulatory 
Commission 
Mr Sreenivasan Jain Newscaster New Delhi TV and 
Mr Jawed Usmani Joint Secretary Office of the Prime Minister

I am preparing a day program at Enron for the three persons two of whom   
Sanjeev Ahluwalia and Jawed Usmani  are interested in learning more about 
the US regulatory environment Mr Ahluwalia also wants to learn more about 
US environmental policy in both local and global contexts please refer to 
attached bios for more details

I would be grateful if either Steve or Jim could meet with the above persons 
for  minutes to discuss regulatory issues Similarly if Mike could be 
available to meet with Mr Ahluwalia re environmental issues Please let me 
know if you are available either between    noon or    
pm on Wednesday October   If you are unavailable it would be 
appreciated if one of your other colleagues could assist in this regard

Many thanks

Johan


  AHLUWALIA biodoc

  CVdoc

"
2000-10-11T10:50:00-07:00,"Nick Lampson called and asked for a contribution  I committed to one without 
knowing about his vote on PNTR  I will keep my word by making an individual 
contribution but will also communicate to him that in my capacity as Enron 
PAC chair i cannot authorize the PAC to make a contribution as a result of 
that vote

Sorry I jumped the gun"
2000-10-13T04:06:00-07:00,"What do you think hell add



	Jeff Dasovich
	Sent by Jeff Dasovich
	    AM
		 
		 To 
		 cc 
		 Subject Legal Analysis on AB 

I think it would be a good idea to have Ron Carroll in Watkiss shop to do a 
parallel analysis to what were going to have Mike Day do  Rons very good 
and has done much work on these sortrs of issues  You comfortable with that
"
2000-10-13T04:09:00-07:00,"fyi
 Forwarded by Steven J Kean NA Enron on     AM 

	Meredith Philipp
	    AM
		 
		 To Kenneth Lay Corp  Jeff Skilling Corp  Joseph W 
Sutton 
		 cc Rosalee Fleming Corp  Sherri Sera Corp  Pam 
Benson  Mark Palmer Corp  
Steven J Kean NA 
		 Subject i Bandwidth Management Agreement Press Release


Attached is a draft news release announcing Enrons bandwidth management 
agreement with i  EBS is planning to issue this release on Monday Oct  
prior to Enrons earnings release on Tuesday Oct   Please review and let 
me know if you have any comments by end of day today Friday Oct 

Thank you

Meredith Philipp



"
2000-10-13T04:09:00-07:00,"looks good



	Meredith Philipp
	    AM
		 
		 To Kenneth Lay Corp  Jeff Skilling Corp  Joseph W 
Sutton 
		 cc Rosalee Fleming Corp  Sherri Sera Corp  Pam 
Benson  Mark Palmer Corp  
Steven J Kean NA 
		 Subject i Bandwidth Management Agreement Press Release


Attached is a draft news release announcing Enrons bandwidth management 
agreement with i  EBS is planning to issue this release on Monday Oct  
prior to Enrons earnings release on Tuesday Oct   Please review and let 
me know if you have any comments by end of day today Friday Oct 

Thank you

Meredith Philipp




"
2000-10-13T07:34:00-07:00,"I checked with Skillings office and there is nothing scheduled    The 
Govs office bascially said dont call us well call you


     Maureen "
1999-09-06T07:06:00-07:00," Forwarded by Steven J Kean HOU EES on     
PM 


EIS 
    PM

	
To	Steven J Kean HOU 
cc	
	
Subject	Monthly Billing  Detail Class    sxls

SAP Impact  
File names have changed from b  company  rc for MSA booking to s  cost 
center for SAP  Other changes have also been implemented  Please send a 
Notes mail to Bill Myers if you notice any problems particularly if you 
think that they might be conversion or program related  I already know 
about the company description for the MSA spreadsheets where companies are 
rebooked to themselves

Attached  are spreadsheets with the detail supporting the expenses for 
telephones data ports EDI Enterprise LAN Enterprise Help Desk video 
conferencing Internet access email and other services provided to Enron 
business units by Enron Information Services  These expenses are posted in 
MSA Detail Class 

EIS billings for items attached to the room such as phones and data ports 
and people specific services for contractors such as LAN IDs and ATT 
calling cards are billed to the same company and cost center as room rent in 
EB or AC  For Omaha EIS uses a phone database maintained by Tammy Anderson 
for this purpose  

People specific services for employees are billed to the company and cost 
center corresponding to the employees HR company and department Video 
conference usage data circuits Ardmore usage EDI and web site billings 
are based on a company and cost center furnished by the person requesting the 
service

EIS bills services on a one month lag  We take a snapshot of the Corporate 
Administrative Services rent file for each room in EB and AC of the Omaha 
phone database for each room in Omaha and of the HR company and department 
for each employee  This snapshot is taken at the end of each month for use 
as a source for billing information  

Please examine these billings for accuracy  If our billings are incorrect 
generally speaking either the rent should be corrected by contacting 
Corporate Administrative Services or the person should be moved to the 
correct HR department by contacting your HR representative  If the room 
number is incorrect on the phone or long distance billings this may be 
corrected by sending the room number along with the telephone number to Notes 
Mail ID MoveTeam

If you wish to move EIS charges after to a different company and or 
department after billings have been processed or if you wish to discuss an 
alternative to using your HR department for people specific billings please 
send a message to Notes Mail ID EIS Billing"
